145,STS-51 J,1985,STS-51 J,STS-51 J,STS-51 J,97.7,0.0,Mil
146,STS-31,1990,STS-31,STS-31,STS-31,121,0.0,mil/civ
147,STS-41 C,1984,STS-41 C,STS-41 C,STS-41 C,167,10.13,Civ
148,STS-51I,1985,STS-51I,STS-51I,STS-51I,171,11.76,Civ
149,STS-41C,1984,STS-41C,STS-41C,STS-41C,168,10.1,Civ
150,STS-61C,1986,STS-61C,STS-61C,STS-61C,146,0.0,mil/civ
151,STS-29,1989,STS-29,STS-29,STS-29,120,0.0,mil/civ
152,STS-41D,1984,STS-41D,STS-41D,STS-41D,145,0.0,mil/civ
153,STS-36,1990,STS-36,STS-36,STS-36,106,0.0,mil/civ
154,STS-82,1997,STS-82,STS-82,STS-82,239,66.38,mil/civ
155,STS-93,1999,STS-93,STS-93,STS-93,118,0.0,mil/civ
156,STS-51D,1985,STS-51D,STS-51D,STS-51D,168.15,0.0,mil/civ
157,STS-61B,1985,STS-61B,STS-61B,STS-61B,165.16,0.0,Civ
158,STS-45,1992,STS-45,STS-45,STS-45,213.5,0.0,mil/civ
159,STS-77,1996,STS-77,STS-77,STS-77,240.67,0.0,mil/civ
160,STS-97,2000,STS-97,STS-97,STS-97,260,38.66,mil/civ
161,STS-69,1995,STS-69,STS-69,STS-69,44,13.53,mil/civ
162,STS-51-C,1985,STS-51-C,STS-51-C,STS-51-C,73.5,0.0,mil/civ
163,STS-46,1992,STS-46,STS-46,STS-46,191,0.0,mil/civ
164,STS 51-C,1985,STS 51-C,STS 51-C,STS 51-C,74,0.0,Mil
165,STS 51-L,1986,STS 51-L,explosion,explosion,0,0.0,Mil
166,STS-48,1991,STS-48,STS-48,STS-48,128.5,0.0,mil/civ
167,STS-51C,1985,STS-51C,STS-51C,STS-51C,73.675,0.0,Mil
168,STS-34,1989,STS-34,STS-34,STS-34,119,0.0,mil/civ
169,STS-40,1991,STS-40,STS-40,STS-40,218,0.0,mil/civ
170,STS-58,1993,STS-58,STS-58,STS-58,336,0.0,mil/civ
171,STS-75,1996,STS-75,STS-75,STS-75,377,0.0,mil/civ
172,Spacelab-3,1985,STS-51-B,STS-51-B,STS-51-B,168.525,0.0,Civ
173,spacelab-3,1985,STS-51B,STS-51B,STS-51B,168.525,0.0,Civ
174,STS-51G,1985,STS-51G,STS-51G,STS-51G,170,0.0,mil/civ
175,STS-61A,1985,STS-61A,STS-61A,STS-61A,169,0.0,mil/civ
176,STS-37,1991,STS-37,STS-37,STS-37,143,21.4,mil/civ
177,STS-55,1993,STS-55,STS-55,STS-55,240,4.65,mil/civ
178,STS-43,1991,STS-43,STS-43,STS-43,213,0.0,mil/civ
179,22,1996,STS-79,Mir,STS-76,4516,18.33,mil/civ
180,Spacelab-2,1978,STS-51-F,STS-51-F,STS-51-F,190.94,0.0,Civ
181,STS-38,1990,STS-38,STS-38,STS-38,118,0.0,mil/civ
182,4,1989,Soyuz TM­7,Mir,Soyuz TM­7,3635,41.63,mil/civ
183,10,1992,Soyuz TM­13,Mir,Soyuz TM­13,4202,24.17,mil/civ
184,STS-57,1993,STS-57,STS-57,STS-57,239,11.66,mil/civ
185,STS-50,1992,STS-50,STS-50,STS-50,331,0.0,mil/civ
186,STS-89,1998,STS-89,STS-89,STS-89,211,0.0,mil/civ
187,STS-61B Atlantis,1985,STS-61B Atlantis,STS-61B Atlantis,STS-61B Atlantis,165,0.0,Mil
188,STS-40 Columbia,1991,STS-40 Columbia,STS-40 Columbia,STS-40 Columbia,218,0.0,Mil
189,STS-74,1995,STS-74,STS-74,STS-74,129,7.25,mil/civ
190,STS-88,1998,STS-88,STS-88,STS-88,283,35.76,mil/civ
191,STS-110,2002,STS-110,STS-110,STS-110,259,77.09,mil/civ
192,STS-60,1994,STS-60,STS-60,STS-60,199,0.0,mil/civ
193,STS-91,1998,STS-91,STS-91,STS-91,236,0.0,mil/civ
194,STS-111,2002,STS-111,STS-111,STS-111,333,39.04,mil/civ
195,STS-51L,1986,STS-51L,explosion,explosion,0.61,0.0,mil/civ
196,11,1992,Soyuz TM­14,Mir,Soyuz TM­14,3494,13.83,mil/civ
197,17,1994,Soyuz TM­20,Mir,Soyuz TM­20,4061,24.4,mil/civ
198,8,1990,Soyuz TM­11,Mir,Soyuz TM­11,4201,49.34,mil/civ
199,Soyuz TM­4/3,1987,Soyuz TM­4,Soyuz TM­4,Soyuz TM­3,189,0.0,Mil
200,6,1990,Soyuz TM­9,Mir,Soyuz TM­9,4297,48.12,mil/civ
201,12,1993,Soyuz TM­15,Mir,Soyuz TM­15,4533,58.86,mil/civ
202,19,1995,STS­71,Mir,Soyuz TM­21,1811,39.06,mil/civ
203,15,1994,Soyuz TM­18,Mir,Soyuz TM­20,10505,47.91,mil/civ
204,9,1991,Soyuz TM­12,Mir,Soyuz TM­13,7484,98.24,mil/civ
205,STS­60,1994,STS­60,STS­60,STS­60,199,0.0,Civ
206,STS­88,1998,STS­88,STS­88,STS­88,283,0.0,Civ
207,STS-41,1990,STS-41,STS-41,STS-41,98,0.0,mil/civ
208,STS-52,1992,STS-52,STS-52,STS-52,237,0.0,mil/civ
209,STS-64,1994,STS-64,STS-64,STS-64,262,13.7,mil/civ
210,STS-73,1995,STS-73,STS-73,STS-73,360,0.0,mil/civ
211,STS-63,1995,STS-63,STS-63,STS-63,198,4.65,mil/civ
212,STS-102,2001,STS-102,STS-102,STS-102,307,12.7,mil/civ
213,STS-113,2002,STS-113,STS-113,STS-113,330,39.84,mil/civ
214,STS-62,1994,STS-62,STS-62,STS-62,335,0.0,mil/civ
215,STS-81,1997,STS-81,STS-81,STS-81,244,0.0,mil/civ
216,STS-98,2001,STS-98,STS-98,STS-98,309,39.64,mil/civ
217,STS-54,1993,STS-54,STS-54,STS-54,143,8.94,mil/civ
218,13,1993,Soyuz TM­16,Mir,Soyuz TM­16,4296,44.78,mil/civ
219,STS-65,1994,STS-65,STS-65,STS-65,354,0.0,mil/civ
220,STS-79,1996,STS-79,STS-79,STS-79,243,0.0,mil/civ
221,STS-51,1993,STS-51,STS-51,STS-51,236,14.16,mil/civ
222,Astro-1,1990,STS-35,STS-35,STS-35,215.15,0.0,Civ
223,Astro-2,1995,STS-67,STS-67,STS-67,399.54,0.0,Civ
224,STS-67,1995,STS-67,STS-67,STS-67,399.54,0.0,mil/civ
225,27,1999,Soyuz TM­29,Mir,Soyuz TM­29,4532,30.34,mil/civ
226,Soyuz TM­33/32,2001,Soyuz TM­33,Soyuz TM­33,Soyuz TM­32,236.208,0.0,mil/civ
227,Soyuz TM-11/10,1990,Soyuz TM-11,Soyuz TM-11,Soyuz TM-10,189.9,0.0,Civ
228,STS-56,1993,STS-56,STS-56,STS-56,222,0.0,mil/civ
229,STS-59,1994,STS-59,STS-59,STS-59,269.82,0.0,mil/civ
230,STS-76,1996,STS-76,STS-76,STS-76,221.67,12.06,mil/civ
231,STS-108,2001,STS-108,STS-108,STS-108,283,8.4,mil/civ
232,STS-66,1994,STS-66,STS-66,STS-66,262,0.0,mil/civ
233,Soyuz TM-12/11,1991,Soyuz TM-12,Soyuz TM-12,Soyuz TM-11,189.22,0.0,Civ
234,STS-96,1999,STS-96,STS-96,STS-96,235,15.84,mil/civ
235,STS-68,1994,STS-68,STS-68,STS-68,270,0.0,mil/civ
236,Soyuz TM13/12,1991,Soyuz TM13,Soyuz TM13,Soyuz TM12,190.2,0.0,Civ
237,STS-70,1995,STS-70,STS-70,STS-70,214,0.0,mil/civ
238,STS-78,1996,STS-78,STS-78,STS-78,405,0.0,mil/civ
239,STS-101,2000,STS-101,STS-101,STS-101,236,13.46,mil/civ
240,21,1996,Soyuz TM­24,Mir,Soyuz TM­24,4721,48.83,mil/civ
241,28,2000,Soyuz TM­30,Mir,Soyuz TM­30,1747,22.99,mil/civ
242,25,2010,Soyuz TMA­01M,ISS,Soyuz TMA­01M,3824,79.61,mil/civ
243,Soyuz TM-14/13,1992,Soyuz TM-14,Soyuz TM-14,Soyuz TM-13,189.95,0.0,Mil
244,STS-72,1996,STS-72,STS-72,STS-72,214,25.68,mil/civ
245,STS-92,2000,STS-92,STS-92,STS-92,310,54.64,mil/civ
246,23,1997,STS-84,Mir,STS-86,3470,41.75,mil/civ
247,STS-103,1999,STS-103,STS-103,STS-103,191,49.04,mil/civ
248,20,1995,Soyuz TM­22,Mir,Soyuz TM­22,4297,28.83,mil/civ
249,26,1998,Soyuz TM28,Mir,Soyuz TM29,9110,33.48,mil/civ
250,Antares,1992,Soyuz TM-15,Soyuz TM-15,Soyuz TM-14,331,0.0,Mil
251,sts-46,1992,STS-46,STS-46,STS-46,191.25,0.0,Civ
252,STS-85,1997,STS-85,STS-85,STS-85,284.5,0.0,mil/civ
253,STS-99,2000,STS-99,STS-99,STS-99,269.7,0.0,mil/civ
254,STS-115,2006,STS-115,STS-115,STS-115,283.1,40.62,mil/civ
255,STS-84,1997,STS-84,STS-84,STS-84,221,0.0,mil/civ
256,STS-122,2008,STS-122,STS-122,STS-122,306,44.26,mil/civ
257,STS-109,2002,STS-109,STS-109,STS-109,262,71.41,mil/civ
258,STS-83,1997,STS-83,STS-83,STS-83,95.21,0.0,mil/civ
259,STS-94,1997,STS-94,STS-94,STS-94,396.8,0.0,mil/civ
260,Soyuz TM-17 / Soyuz TM-16,1993,Soyuz TM-17,Soyuz TM-17,Soyuz TM-16,496,6.32,Mil
261,STS-90,1998,STS-90,STS-90,STS-90,384,0.0,mil/civ
262,STS-112,2002,STS-112,STS-112,STS-112,259,39.36,mil/civ
263,STS-127,2009,STS-127,STS-127,STS-127,376,55.46,mil/civ
264,Mir EO-15,1994,Soyuz TM-18,Mir,Soyuz TM-18,4368.45,0.0,Mil
265,Mir EO-21,1996,Soyuz TM-23,Mir,Soyuz TM-23,4651.12,30.5,Mil
266,STS 101,2000,STS 101,Spacehub,STS 101,236.17,0.0,Mil
267,16,1994,Soyuz TM­19,Mir,Soyuz TM­19,3022,106.49,mil/civ
268,STS­106,2000,STS­106,STS­106,STS­106,283,6.23,mil/civ
269,32,2012,Soyuz TMA­05M,ISS,Soyuz TMA­05M,3047,48.61,mil/civ
270,46,2015,Soyuz TMA­19M,ISS,in space,1477,17.42,mil/civ
271,Soyuz TM­32/31,2001,Soyuz TM­32,Soyuz TM­32,Soyuz TM­31,190,0.0,mil/civ
272,STS-106,2000,STS-106,STS-106,STS-106,283,6.23,mil/civ
273,STS-100,2001,STS-100,STS-100,STS-100,283,29.66,mil/civ
274,STS-120,2007,STS-120,STS-120,STS-120,362,47.91,mil/civ
275,STS-114,2005,STS-114,STS-114,STS-114,333,40.16,mil/civ
276,STS-125,2009,STS-125,STS-125,STS-125,309,74.02,mil/civ
277,STS-87,1997,STS-87,STS-87,STS-87,376,25.4,mil/civ
278,Soyuz  3,2002,Soyuz TM­34,Soyuz TM­34,Soyuz TM­33,237,0.0,Mil
279,STS-104,2001,STS-104,STS-104,STS-104,306.6,32.98,mil/civ
280,34,2012,Soyuz TMA-07M,ISS,Soyuz TMA-07M,3710.32,12.12,mil/civ
281,38,2013,Soyuz TMA-11M,ISS,Soyuz TMA-11M,4509.75,14.57,mil/civ
282,STS-105,2001,STS-105,STS-105,STS-105,285,23.5,mil/civ
283,STS-123,2008,STS-123,STS-123,STS-123,378,60.17,mil/civ
284,Soyuz TM-24/23,1996,Soyuz TM-24,Soyuz TM-24,Soyuz TM-23,378.4,0.0,Civ
285,Soyuz TM-33/32,2001,Soyuz TM-33,Soyuz TM-33,Soyuz TM-32,236,0.0,Civ
286,Soyuz TM-25/24,1997,Soyuz TM-25,Soyuz TM-25,Soyuz TM-24,472.57,0.0,Civ
287,35,2013,Soyuz TMA­08M,ISS,Soyuz TMA­08M,3990,40.15,mil/civ
288,STS-116,2006,STS-116,STS-116,STS-116,309,42.98,mil/civ
289,STS-130,2010,STS-130,STS-130,STS-130,330,36.46,mil/civ
290,STS-121,2006,STS-121,STS-121,STS-121,306,42.96,mil/civ
291,STS-133,2011,STS-133,STS-133,STS-133,307,25.6,mil/civ
292,STS-107,2003,STS-107,STS-107,Exploded,382,0.0,mil/civ
293,STS87,1997,STS87,STS87,STS87,376,0.0,Civ
294,STS-117,2007,STS-117,STS-117,STS-117,336,55.94,mil/civ
295,Soyuz TM-27/26,1998,Soyuz TM-27,Soyuz TM-27,Soyuz TM-26,496.5,0.0,Mil
296,STS-118,2007,STS-118,STS-118,STS-118,305,36.0,mil/civ
297,31,2012,Soyuz TMA­04M,ISS,Soyuz TMA­04M,2999,5.85,mil/civ
298,43,2015,Soyuz TMA­16M,ISS,Soyuz TMA­16M,4037,29.47,mil/civ
299,Soyuz TMA-3/2,2003,Soyuz TMA-3,Soyuz TMA-3,Soyuz TMA-2,237.03,0.0,Civ
300,STS-128,2009,STS-128,STS-128,STS-128,333,33.92,mil/civ
301,STS­96,1999,STS­96,STS­96,STS­96,235,0.0,Mil
302,Soyuz TMA­1/TM­34,2002,Soyuz TMA­1,Soyuz TMA­1,Soyuz TM­34,260,0.0,mil/civ
303,47,2016,Soyuz TMA-20M,ISS,Soyuz TMA-20M,4132,12.77,mil/civ
304,STS-131,2010,STS-131,STS-131,STS-131,362,40.56,mil/civ
305,29,2011,Soyuz TMA-22,ISS,Soyuz TMA-22,3968,6.25,mil/civ
306,STS-119,2009,STS-119,STS-119,STS-119,307.5,38.45,mil/civ
307,STS­100,2001,STS­100,STS­100,STS­100,285,0.0,Mil
308,ЭП-1,2001,Soyuz TM-32,Soyuz TM-32,Soyz TM-31,190.13,0.0,Civ
309,STS-129,2009,STS-129,STS-129,STS-129,259,36.9,mil/civ
310,STS-124,2008,STS-124,STS-124,STS-124,330,41.03,mil/civ
311,STS-134,2011,STS-134,STS-134,STS-134,377,57.44,mil/civ
312,STS-135,2011,STS-135,STS-135,STS-135,306.5,0.0,mil/civ
313,Soyuz TMA-34/TM-33,2002,Soyuz TMA-34,Soyuz TMA-34,Soyuz TMA-33,237,0.0,Mil
314,Soyuz TMA-6/TMA-5,2005,Soyuz TMA-6,Soyuz TMA-6,Soyuz TMA-5,237,0.0,Mil
315,Soyuz TM-34 / Soyuz TM-33,2002,Soyuz TM-34,Soyuz TM-34,Soyuz TM-33,237,0.0,Civ
316,50,2016,Soyuz MS-03,ISS,Soyuz MS-04,6941,33.58,mil/civ
317,STS-132,2010,STS-132,STS-132,STS-132,282.5,42.67,mil/civ
318,STS­112,2002,STS­112,STS­112,STS­112,259,0.0,Civ
319,36,2013,Soyuz TMA­09M,ISS,Soyuz TMA­09M,3990,27.68,mil/civ
320,51,2017,Soyuz MS-04,ISS,Soyuz MS-04,3258,14.5,mil/civ
321,Soyuz TMA-1/TM-34,2002,Soyuz TMA-1,Soyuz TMA-1,Soyuz TMA-34,261,0.0,Mil
322,STS-126,2008,STS-126,STS-126,STS-126,380.5,40.42,mil/civ
